"","pid","ahid","asex","amastat","aage","aqfachi","alknbrd","apaygu","aregion","wave1","bhid","bsex","bmastat","bage","bqfachi","blknbrd","bpaygu","bregion","wave2","paych","change_pay"
"8266",18478786,1706683,2,1,68,5,1,NA,18,1,2916924,2,1,69,5,1,NA,18,1,NA,NA
"8267",18479871,1706772,1,1,57,7,1,1083.33337402344,18,1,2917068,1,1,58,7,1,1126.66662597656,18,1,43.333251953125,43.333251953125
"8268",18479901,1706772,2,1,56,7,1,67.0515823364258,18,1,2917068,2,1,57,7,1,104,18,1,36.9484176635742,36.9484176635742
"8269",18479936,1706772,1,6,21,5,1,879.666687011719,18,1,2917068,1,6,22,5,1,1135.91479492188,18,1,256.248107910156,256.248107910156
"8270",18479979,1706772,2,6,25,2,2,433.333343505859,18,1,2917149,2,6,26,2,1,1401.07775878906,18,1,967.744415283203,967.744415283203
"8271",18482112,1706969,2,3,71,7,1,NA,18,1,2917491,2,3,72,7,1,NA,18,1,NA,NA
"8272",18483232,1707051,1,1,41,4,1,1017.78289794922,18,1,2917564,1,1,42,4,1,1056.81298828125,18,1,39.0300903320312,39.0300903320312
"8273",18483267,1707051,2,1,40,4,1,NA,18,1,2917564,2,1,41,4,1,NA,18,1,NA,NA
"8274",18485472,1707248,2,3,61,7,1,NA,18,1,2917939,2,3,62,7,1,NA,18,1,NA,NA
"8275",18486592,1707337,2,3,79,7,1,NA,18,1,2918005,2,3,80,7,1,NA,18,1,NA,NA
"8276",18488838,1707523,2,3,68,7,1,NA,18,1,2918072,2,3,69,7,1,NA,18,1,NA,NA
"8277",18489958,1707612,1,1,41,5,1,1200.923828125,18,1,2918145,1,1,42,5,1,1350.03857421875,18,1,149.11474609375,149.11474609375
"8278",18489982,1707612,2,1,34,5,1,416,18,1,2918145,2,1,35,5,1,447.416656494141,18,1,31.4166564941406,31.4166564941406
"8279",18495923,1708112,2,3,84,7,1,NA,18,1,2918641,2,3,85,7,1,NA,18,1,NA,NA
"8280",18496296,1708147,2,6,42,7,1,280.215545654297,18,1,2918714,2,6,42,7,1,NA,18,1,NA,NA
"8281",18496679,1708171,2,3,68,5,1,NA,18,1,2918854,2,3,69,5,1,NA,18,1,NA,NA
"8282",18496709,1708171,2,6,28,NA,NA,NA,18,1,2918854,2,6,29,5,1,575.442687988281,18,1,NA,NA
"8283",18497047,1708201,2,3,70,5,1,NA,18,1,2919079,2,3,71,5,1,NA,18,1,NA,NA
"8284",18497411,1708236,1,1,44,4,1,1495,18,1,2919141,1,1,45,4,1,1683.5,18,1,188.5,188.5
"8285",18497446,1708236,2,1,42,4,1,216.66667175293,18,1,2919141,2,1,43,4,1,104,18,1,-112.66667175293,-112.66667175293
"8286",18497489,1708236,2,6,17,4,1,151.66667175293,18,1,2919141,2,6,18,4,1,160.33332824707,18,1,8.66665649414062,8.66665649414062
"8287",18497799,1708279,1,1,70,7,1,NA,18,1,2919354,1,1,71,7,1,NA,18,1,NA,NA
"8288",18497829,1708279,2,1,66,7,1,NA,18,1,2919354,2,1,67,7,1,NA,18,1,NA,NA
"8289",18498906,1708368,2,5,58,7,2,NA,18,1,2919494,2,5,59,7,2,NA,18,1,NA,NA
"8290",18499287,1708392,2,4,46,7,1,NA,18,1,2919567,2,4,47,7,1,NA,18,1,NA,NA
"8291",18499651,1708422,2,3,80,5,1,NA,18,1,2919648,2,3,81,5,1,NA,18,1,NA,NA
"8292",18500056,1708457,2,1,53,7,1,315.242492675781,18,1,2919729,2,1,54,7,1,354.272521972656,18,1,39.030029296875,39.030029296875
"8293",18501141,1708546,2,5,29,5,1,372.173889160156,18,1,2919931,2,5,30,5,2,801.616638183594,18,1,429.442749023438,429.442749023438
"8294",18502261,1708643,1,1,39,7,1,NA,18,1,2920158,1,1,40,7,1,NA,18,1,NA,NA
"8295",18502296,1708643,2,1,35,5,1,325,18,1,2920158,2,1,36,5,1,NA,18,1,NA,NA
"8296",18502326,1708643,1,6,19,4,1,NA,18,1,2920158,1,6,20,4,1,NA,18,1,NA,NA
"8297",18503381,1708732,1,1,35,5,1,1421.33337402344,18,1,2920441,1,1,36,5,1,1443,18,1,21.6666259765625,21.6666259765625
"8298",18503411,1708732,2,1,33,4,1,458.25,18,1,2920441,2,1,34,4,1,487.5,18,1,29.25,29.25
"8299",18504566,1708821,1,6,19,4,1,NA,18,1,2920727,1,6,20,4,1,NA,18,1,NA,NA
"8300",18507867,1709119,2,3,71,7,1,NA,18,1,2920948,2,3,72,7,1,NA,18,1,NA,NA
"8301",18508987,1709208,1,1,58,1,1,1752.34802246094,18,1,2921014,1,1,59,NA,NA,NA,18,1,NA,NA
"8302",18509029,1709208,2,1,56,2,1,990.762145996094,18,1,2921014,2,1,57,2,1,1025,18,1,34.2378540039062,34.2378540039062
"8303",18512348,1709488,1,1,52,7,1,1243.66662597656,18,1,2921154,1,1,53,7,1,1304.33337402344,18,1,60.666748046875,60.666748046875
"8304",18512402,1709488,2,6,19,4,1,340.261749267578,18,1,2921154,2,6,20,4,1,NA,18,1,NA,NA
"8305",18512437,1709488,2,6,21,4,1,214.164749145508,18,1,2921154,2,6,22,4,1,520,18,1,305.835250854492,305.835250854492
"8306",18514588,1709666,2,1,26,2,1,893.687438964844,18,1,2921448,2,1,27,2,1,900.69287109375,18,1,7.00543212890625,7.00543212890625
"8307",18514618,1709666,1,1,26,3,1,1058.814453125,18,1,2921448,1,1,27,3,1,1125,18,1,66.185546875,66.185546875
"8308",18515703,1709763,1,4,55,5,1,NA,18,1,2921669,1,4,56,5,1,NA,18,1,NA,NA
"8309",18516823,1709852,1,1,55,4,1,NA,18,1,2921731,1,1,56,4,2,NA,18,1,NA,NA
"8310",18516858,1709852,2,1,52,5,1,NA,18,1,2921731,2,1,53,5,1,650,18,1,NA,NA
"8311",18517943,1709941,1,1,60,4,1,915.704406738281,18,1,2921944,1,1,61,4,1,800.615844726562,18,1,-115.088562011719,-115.088562011719
"8312",18517978,1709941,2,1,59,7,1,1031.33337402344,18,1,2921944,2,1,60,7,1,NA,18,1,NA,NA
"8313",18518001,1709941,2,6,21,4,NA,160.33332824707,18,1,2921944,2,6,21,4,1,NA,18,1,NA,NA
"8314",18520189,1710133,1,1,56,5,1,NA,18,1,2922169,1,1,57,5,1,NA,18,1,NA,NA
"8315",18520219,1710133,2,1,56,7,1,NA,18,1,2922169,2,1,57,7,1,NA,18,1,NA,NA
"8316",18521304,1710222,1,2,25,3,1,1083.33337402344,18,1,2922304,1,1,26,3,1,860.662048339844,18,1,-222.671325683594,-222.671325683594
"8317",18521339,1710222,2,2,22,4,1,784.333312988281,18,1,2922304,2,1,23,3,1,867.66748046875,18,1,83.3341674804688,83.3341674804688
"8318",18522416,1710311,1,1,28,2,1,1901.46264648438,18,1,2922444,1,1,28,2,1,2001.53967285156,18,1,100.077026367188,100.077026367188
"8319",18522459,1710311,2,1,27,2,1,1801.3857421875,18,1,2922444,2,1,28,2,1,2001.53967285156,18,1,200.153930664062,200.153930664062
"8320",18523536,1710419,1,1,34,3,1,1690,18,1,2922584,1,1,35,3,1,1788.58337402344,18,1,98.5833740234375,98.5833740234375
"8321",18523579,1710419,2,1,34,4,1,707.416687011719,18,1,2922584,2,1,35,4,1,900.25,18,1,192.833312988281,192.833312988281
"8322",18524656,1710508,1,1,30,2,1,NA,18,1,2922738,1,1,31,NA,NA,NA,18,1,NA,NA
"8323",18524699,1710508,2,1,30,4,1,173.33332824707,18,1,2922738,2,1,31,4,1,173.33332824707,18,1,0,0
"8324",18525776,1710591,2,4,50,7,1,748.909057617188,18,1,2923025,2,4,51,7,1,875.333312988281,18,1,126.424255371094,126.424255371094
"8325",18525806,1710591,1,6,24,4,1,850.654357910156,18,1,2923025,1,6,25,4,1,NA,18,1,NA,NA
"8326",18525849,1710591,2,6,22,4,1,NA,18,1,2923025,2,6,23,4,1,606.666687011719,18,1,NA,NA
"8327",18525873,1710591,1,6,18,5,1,307.066955566406,18,1,2923025,1,6,19,5,1,NA,18,1,NA,NA
"8328",18528015,1710788,1,1,51,4,1,1040,18,1,2923319,1,1,51,4,1,1473.33337402344,18,1,433.333374023438,433.333374023438
"8329",18528058,1710788,2,1,48,4,1,1151.88610839844,18,1,2923319,2,1,49,4,1,1100.84680175781,18,1,-51.039306640625,-51.039306640625
"8330",18528082,1710788,2,6,25,2,1,752.164916992188,18,1,2923319,2,6,26,2,1,900.69287109375,18,1,148.527954101562,148.527954101562
"8331",18531377,1711067,1,1,37,4,1,1581.66662597656,18,1,2923521,1,1,38,4,1,1601.23168945312,18,1,19.5650634765625,19.5650634765625
"8332",18531407,1711067,2,1,36,2,1,1168.33337402344,18,1,2923521,2,1,37,2,1,1393.07165527344,18,1,224.73828125,224.73828125
"8333",18533612,1711253,2,1,30,3,1,687.916687011719,18,1,2923807,2,1,31,3,1,708.5,18,1,20.5833129882812,20.5833129882812
"8334",18533647,1711253,1,1,27,3,1,1833.33337402344,18,1,2923807,1,1,28,3,1,1601.23168945312,18,1,-232.101684570312,-232.101684570312
"8335",18534732,1711342,1,1,66,5,1,1000,18,1,2924013,1,1,67,5,1,1200.923828125,18,1,200.923828125,200.923828125
"8336",18534767,1711342,2,1,62,5,1,NA,18,1,2924013,2,1,63,5,1,NA,18,1,NA,NA
"8337",18536972,1711539,1,1,46,4,1,1820.48095703125,18,1,2924161,1,1,47,4,1,4163.20263671875,18,1,2342.7216796875,2342.7216796875
"8338",18537006,1711539,2,1,46,4,1,1826.40490722656,18,1,2924161,2,1,47,4,1,1501.15478515625,18,1,-325.250122070312,-325.250122070312
"8339",18537049,1711539,1,6,21,4,1,800.615844726562,18,1,2924161,1,6,22,4,1,800.615844726562,18,1,0,0
"8340",18538096,1711628,1,1,43,5,1,1620.66662597656,18,1,2924374,1,1,43,5,1,1791.66662597656,18,1,171,171
"8341",18538126,1711628,2,1,39,5,1,901.333312988281,18,1,2924374,2,1,39,5,1,967.416687011719,18,1,66.0833740234375,66.0833740234375
"8342",18539211,1711717,1,1,58,5,1,450.346435546875,18,1,2924668,1,1,58,5,1,650,18,1,199.653564453125,199.653564453125
"8343",18542573,1711997,1,1,41,1,1,NA,18,1,2924811,1,1,42,1,1,NA,18,1,NA,NA
"8344",18544819,1712187,2,1,38,1,1,2459.16674804688,18,1,2925028,2,1,39,1,1,2334.79614257812,18,1,-124.37060546875,-124.37060546875
"8345",18544843,1712187,1,1,36,1,1,NA,18,1,2925028,1,1,37,1,1,NA,18,1,NA,NA
"8346",18546307,1712306,1,1,33,2,1,2001.53967285156,18,1,2925168,1,1,34,2,1,2500,18,1,498.460327148438,498.460327148438
"8347",18546331,1712306,2,1,35,2,1,NA,18,1,2925168,2,1,36,2,1,117,18,1,NA,NA
"8348",18548911,1712527,2,6,54,7,1,812.5,18,1,2925389,2,6,55,7,1,888.333312988281,18,1,75.8333129882812,75.8333129882812
"8349",18549292,1712551,2,1,61,4,1,NA,18,1,2925451,2,1,62,4,2,NA,18,1,NA,NA
"8350",18549322,1712551,1,1,56,5,1,1340.05981445312,18,1,2925451,1,1,57,5,1,1035.66662597656,18,1,-304.393188476562,-304.393188476562
"8351",18552641,1712837,1,6,50,4,1,1489.1455078125,18,1,2925885,1,6,51,4,1,1250,18,1,-239.1455078125,-239.1455078125
"8352",18553028,1712861,2,6,63,2,1,78,18,1,2925958,2,6,64,2,1,86.6666641235352,18,1,8.66666412353516,8.66666412353516
"8353",18553761,1712926,2,6,29,2,1,1426.57995605469,18,1,2926024,2,6,30,2,1,1833.33337402344,18,1,406.75341796875,406.75341796875
"8354",18556019,1713116,2,5,61,2,1,866.666687011719,18,1,2926091,2,2,62,2,1,1057.33337402344,18,1,190.666687011719,190.666687011719
"8355",18556043,1713116,1,5,64,3,1,NA,18,1,2926091,1,2,65,3,1,NA,18,1,NA,NA
"8356",18557139,1713213,2,3,78,4,1,NA,18,1,2926237,2,3,79,4,1,NA,18,1,NA,NA
"8357",18557503,1713248,2,4,40,2,1,450.346435546875,18,1,2926318,2,4,41,2,1,485.333343505859,18,1,34.9869079589844,34.9869079589844
"8358",18557872,1713272,2,6,19,4,1,530.833312988281,18,1,2926458,2,6,20,4,2,216.66667175293,18,1,-314.166641235352,-314.166641235352
"8359",18557902,1713272,2,6,19,4,1,141.555557250977,18,1,2926539,2,6,20,4,1,158.121627807617,18,1,16.5660705566406,16.5660705566406
"8360",18558259,1713302,1,6,34,1,1,1501.15478515625,18,1,2926601,1,2,34,1,1,NA,18,1,NA,NA
"8361",18561977,1713612,2,6,46,2,1,2559.91674804688,18,1,2926679,2,6,47,2,1,2396.84375,18,1,-163.072998046875,-163.072998046875
"8362",18562019,1713612,1,6,22,2,1,NA,18,1,2926741,1,6,23,1,1,NA,4,1,NA,NA
"8363",18563872,1713779,2,1,33,6,1,NA,18,1,2926814,2,1,34,6,1,NA,18,1,NA,NA
"8364",18566456,1713981,1,2,31,2,1,1473.33337402344,18,1,2927241,1,2,33,2,1,693.333312988281,18,1,-780.000061035156,-780.000061035156
"8365",18566529,1713981,2,6,25,4,1,NA,18,1,2927179,2,6,27,4,1,NA,18,1,NA,NA
"8366",18566553,1713981,2,2,24,1,1,173.33332824707,18,1,2927241,2,2,25,1,1,NA,18,1,NA,NA
"8367",18566839,1714015,1,1,31,2,1,2383.33325195312,18,1,2927454,1,1,32,2,1,2769.13012695312,18,1,385.796875,385.796875
"8368",18566863,1714015,2,1,27,2,1,1489.58337402344,18,1,2927454,2,1,28,2,1,1458.33337402344,18,1,-31.25,-31.25
"8369",18567231,1714058,2,6,22,2,1,NA,18,1,2927594,2,6,23,2,1,131.100845336914,18,1,NA,NA
"8370",18567266,1714058,2,6,21,4,1,NA,18,1,2927594,2,6,22,4,1,NA,18,1,NA,NA
"8371",18570569,1714333,1,1,73,1,1,NA,18,1,2927829,1,1,74,1,1,NA,18,1,NA,NA
"8372",18570593,1714333,2,1,73,4,1,NA,18,1,2927829,2,1,74,4,1,NA,18,1,NA,NA
"8373",18570933,1714368,1,6,23,2,1,NA,18,1,2927969,1,6,24,2,1,750.577392578125,18,1,NA,NA
"8374",18570968,1714368,1,6,23,2,1,1083.33337402344,18,1,2927969,1,6,24,2,1,1301.00073242188,18,1,217.667358398438,217.667358398438
"8375",18571301,1714392,1,1,30,2,1,1751.34716796875,18,1,2928175,1,1,31,2,1,1701.30871582031,18,1,-50.0384521484375,-50.0384521484375
"8376",18571336,1714392,2,1,28,4,1,910,18,1,2928175,2,1,29,4,1,758.333312988281,18,1,-151.666687011719,-151.666687011719
"8377",18576168,1714791,1,1,46,2,1,2177.43896484375,18,1,2928396,1,1,47,2,1,2777.26611328125,18,1,599.8271484375,599.8271484375
"8378",18576192,1714791,2,1,43,4,1,NA,18,1,2928396,2,1,44,4,1,NA,18,1,NA,NA
"8379",18577288,1714899,1,1,53,7,1,NA,18,1,2928744,1,1,54,7,1,NA,18,1,NA,NA
"8380",18577318,1714899,2,1,53,4,1,563.333312988281,18,1,2928744,2,1,54,4,1,580.666687011719,18,1,17.3333740234375,17.3333740234375
"8381",18578403,1714988,1,1,49,7,1,1902.46350097656,18,1,2928884,1,1,50,7,1,NA,18,1,NA,NA
"8382",18578438,1714988,2,1,46,7,2,446.333343505859,18,1,2928884,2,1,47,7,1,576.034057617188,18,1,129.700714111328,129.700714111328
"8383",18578462,1714988,2,6,22,NA,NA,NA,18,1,2928884,2,6,23,4,1,1640.16662597656,18,1,NA,NA
"8384",18579523,1715089,2,3,79,4,1,NA,18,1,2929171,2,3,80,4,1,NA,18,1,NA,NA
"8385",18580661,1715178,2,1,58,7,1,NA,18,1,2929244,2,1,59,7,1,NA,18,1,NA,NA
"8386",18581757,1715267,1,6,25,3,1,NA,18,1,2929384,1,6,26,2,1,849.333312988281,18,1,NA,NA
"8387",18585116,1715542,1,6,39,7,1,708.545043945312,18,1,2929457,1,6,39,7,1,1080.83142089844,18,1,372.286376953125,372.286376953125
"8388",18588476,1715828,2,5,38,7,1,NA,18,1,2929538,2,4,39,7,1,NA,18,1,NA,NA
"8389",18588506,1715828,2,6,21,5,1,606.666687011719,18,1,2929619,2,6,22,5,1,NA,18,1,NA,NA
"8390",18589596,1715917,1,1,31,3,1,1401.07775878906,18,1,2929759,1,1,32,3,1,1501.15478515625,18,1,100.077026367188,100.077026367188
"8391",18589626,1715917,2,1,29,2,1,NA,18,1,2929759,2,1,30,2,1,417.083343505859,18,1,NA,NA
"8392",18590713,1716018,1,4,48,7,1,NA,18,1,2929961,1,4,49,7,1,NA,18,1,NA,NA
"8393",18591833,1716107,1,1,55,NA,1,NA,18,1,2930048,1,1,56,NA,1,NA,18,1,NA,NA
"8394",18591868,1716107,2,1,54,7,1,NA,18,1,2930048,2,1,54,7,1,NA,18,1,NA,NA
"8395",18592953,1716204,2,1,30,7,1,611.470397949219,18,1,2930196,2,1,30,7,1,672.62353515625,18,1,61.1531372070312,61.1531372070312
"8396",18592988,1716204,1,1,30,5,1,784.333312988281,18,1,2930196,1,1,31,5,1,812.5,18,1,28.1666870117188,28.1666870117188
"8397",18596312,1716476,1,2,19,7,1,NA,18,1,2930471,1,2,20,7,1,NA,18,1,NA,NA
"8398",18596347,1716476,2,2,19,5,1,NA,18,1,2930471,2,2,20,5,1,NA,18,1,NA,NA
"8399",18601901,1716948,1,1,32,4,1,900.69287109375,18,1,2930684,1,1,33,4,1,1408.33337402344,18,1,507.640502929688,507.640502929688
"8400",18601936,1716948,2,1,25,4,1,1200.923828125,18,1,2930684,2,1,26,4,1,1256.03833007812,18,1,55.114501953125,55.114501953125
"8401",18603025,1717049,2,3,72,4,1,NA,18,1,2930838,2,4,73,4,1,NA,18,1,NA,NA
"8402",18605273,1717227,2,6,38,6,1,1003.77215576172,18,1,2930919,2,6,39,6,1,1162.79895019531,18,1,159.026794433594,159.026794433594
"8403",18606393,1717316,1,1,38,2,1,1060.99145507812,18,1,2930986,1,1,40,2,1,NA,18,1,NA,NA
"8404",18606423,1717316,2,1,37,2,1,650,18,1,2930986,2,1,38,2,1,680.333312988281,18,1,30.3333129882812,30.3333129882812
"8405",18608639,1717502,1,1,43,3,1,NA,18,1,2931419,1,1,44,3,1,NA,18,1,NA,NA
"8406",18608663,1717502,2,1,40,7,1,NA,18,1,2931419,2,1,41,7,1,NA,18,1,NA,NA
"8407",18608698,1717502,1,6,20,5,1,810.333312988281,18,1,2931486,1,2,21,5,1,NA,18,1,NA,NA
"8408",18613101,1717871,1,2,61,7,1,NA,18,1,2931761,1,2,62,NA,NA,NA,18,1,NA,NA
"8409",18613136,1717871,2,2,64,5,1,NA,18,1,2931761,2,2,65,5,1,702.540405273438,18,1,NA,NA
"8410",18614221,1717979,2,3,56,5,1,147.33332824707,18,1,2931907,2,3,57,5,1,NA,18,1,NA,NA
"8411",18615341,1718061,1,1,71,NA,1,NA,18,1,2931974,1,1,72,NA,1,NA,18,1,NA,NA
"8412",18615376,1718061,2,1,73,5,1,NA,18,1,2931974,2,1,74,5,1,NA,18,1,NA,NA
"8413",18617581,1718258,2,2,46,7,1,NA,18,1,2932121,2,2,47,7,1,NA,18,1,NA,NA
"8414",18617611,1718258,1,2,34,7,1,520,18,1,2932121,1,2,35,7,1,520,18,1,0,0
"8415",18619827,1718436,1,1,23,7,1,775.666687011719,18,1,2932261,1,1,25,7,1,758.104858398438,18,1,-17.5618286132812,-17.5618286132812
"8416",18619851,1718436,2,1,23,5,1,52,18,1,2932261,2,1,24,5,1,52,18,1,0,0
"8417",18620949,1718533,1,1,48,5,1,NA,18,1,2932474,1,1,49,5,1,NA,18,1,NA,NA
"8418",18620973,1718533,2,1,38,5,1,741.666687011719,18,1,2932474,2,1,39,5,1,720.554260253906,18,1,-21.1124267578125,-21.1124267578125
"8419",18622062,1718622,1,1,62,7,1,NA,18,1,2932628,1,1,63,7,1,NA,18,1,NA,NA
"8420",18622097,1718622,2,1,64,7,1,NA,18,1,2932628,2,1,65,7,1,NA,18,1,NA,NA
"8421",18622127,1718622,2,3,82,7,1,NA,18,1,2932628,2,3,83,NA,NA,NA,18,1,NA,NA
"8422",18623182,1718711,1,1,48,7,1,NA,18,1,2932849,1,1,49,7,1,NA,18,1,NA,NA
"8423",18623212,1718711,2,1,43,7,1,NA,18,1,2932849,2,1,44,7,1,NA,18,1,NA,NA
"8424",18623247,1718711,1,6,20,5,1,666.53662109375,18,1,2932849,1,6,21,5,1,780,18,1,113.46337890625,113.46337890625
"8425",18623271,1718711,2,6,18,7,1,520.400329589844,18,1,2932849,2,6,19,7,1,410.315643310547,18,1,-110.084686279297,-110.084686279297
"8426",18623301,1718711,1,6,16,7,1,NA,18,1,2932849,1,6,17,4,1,NA,18,1,NA,NA
"8427",18624308,1718819,1,1,26,5,1,NA,18,1,2933195,1,1,27,5,1,NA,18,1,NA,NA
"8428",18624332,1718819,2,1,30,6,1,NA,18,1,2933195,2,1,31,6,1,NA,18,1,NA,NA
"8429",18626548,1718991,1,1,65,7,1,NA,18,1,2933411,1,1,66,7,1,NA,18,1,NA,NA
"8430",18626572,1718991,2,1,63,7,1,NA,18,1,2933411,2,1,64,7,1,NA,18,1,NA,NA
"8431",18627668,1719092,1,1,40,5,1,650,18,1,2933551,1,1,41,5,1,588.079833984375,18,1,-61.920166015625,-61.920166015625
"8432",18627692,1719092,2,1,38,7,1,346.666656494141,18,1,2933551,2,1,39,7,1,390,18,1,43.3333435058594,43.3333435058594
"8433",18627722,1719092,1,6,16,5,1,NA,18,1,2933551,1,6,17,4,1,NA,18,1,NA,NA
"8434",18628788,1719181,2,3,79,7,1,NA,18,1,2933837,2,3,80,7,1,NA,18,1,NA,NA
"8435",18631029,1719378,1,1,66,7,2,NA,18,1,2933918,1,1,67,7,1,NA,18,1,NA,NA
"8436",18631053,1719378,2,1,60,4,1,NA,18,1,2933918,2,1,61,4,1,NA,18,1,NA,NA
"8437",18631088,1719378,1,6,28,NA,NA,NA,18,1,2933918,1,6,29,NA,NA,NA,18,1,NA,NA
"8438",18635504,1719742,2,3,82,3,1,NA,18,1,2934124,2,3,83,3,1,NA,18,1,NA,NA
"8439",18637736,1719939,2,1,27,5,1,1201.41662597656,18,1,2934191,2,1,28,5,1,1437.58337402344,18,1,236.166748046875,236.166748046875
"8440",18639976,1720112,2,6,67,3,1,NA,18,1,2934418,2,6,67,3,1,NA,18,1,NA,NA
"8441",18641091,1720201,1,1,39,7,1,98.0754470825195,18,1,2934485,1,1,40,7,1,111.08544921875,18,1,13.0100021362305,13.0100021362305
"8442",18641121,1720201,2,1,33,7,1,NA,18,1,2934485,2,1,34,7,1,151.66667175293,18,1,NA,NA
"8443",18642217,1720309,1,1,61,7,1,823.333312988281,18,1,2934841,1,1,62,7,1,741,18,1,-82.3333129882812,-82.3333129882812
"8444",18642241,1720309,2,1,57,7,1,NA,18,1,2934841,2,1,58,7,1,NA,18,1,NA,NA
"8445",18643337,1720392,2,5,40,1,1,NA,18,1,2934981,2,5,41,1,1,NA,18,1,NA,NA
"8446",18644457,1720481,1,1,34,NA,NA,NA,18,1,2935058,1,1,35,NA,NA,NA,18,1,NA,NA
"8447",18644481,1720481,2,1,27,4,1,NA,18,1,2935058,2,1,28,4,1,NA,18,1,NA,NA
"8448",18646697,1720678,1,1,34,7,1,NA,18,1,2935554,1,1,35,7,1,NA,18,1,NA,NA
"8449",18646727,1720678,2,1,32,5,1,NA,18,1,2935554,2,1,33,5,1,NA,18,1,NA,NA
"8450",18647812,1720767,2,6,79,7,1,NA,18,1,2935848,2,6,80,7,1,NA,18,1,NA,NA
"8451",18651178,1721046,2,6,19,5,2,NA,18,1,2935929,2,6,20,5,1,NA,18,1,NA,NA
"8452",18653413,1721232,1,1,52,7,2,1022.66668701172,18,1,2936062,1,1,53,NA,NA,NA,18,1,NA,NA
"8453",18653448,1721232,2,1,50,7,1,NA,18,1,2936062,2,1,51,7,2,216.66667175293,18,1,NA,NA
"8454",18655653,1721429,2,5,38,4,2,624,18,1,2936275,2,2,39,4,2,325,18,1,-299,-299
"8455",18657893,1721607,2,4,42,5,2,606.666687011719,18,1,2936771,2,4,43,5,1,745.333312988281,18,1,138.666625976562,138.666625976562
"8456",18657923,1721607,2,6,18,7,1,411.666656494141,18,1,2936771,2,6,19,7,1,NA,18,1,NA,NA
"8457",18659012,1721704,2,3,67,7,1,NA,18,1,2936917,2,3,68,7,1,NA,18,1,NA,NA
"8458",18659047,1721704,2,6,35,7,1,780,18,1,2936917,2,6,35,7,1,459.333343505859,18,1,-320.666656494141,-320.666656494141
"8459",18659071,1721704,1,4,65,7,1,NA,18,1,2936917,1,5,66,7,1,NA,18,1,NA,NA
"8460",18659101,1721704,1,4,61,7,1,715,18,1,2936917,1,4,61,7,1,NA,18,1,NA,NA
"8461",18660126,1721798,2,3,67,7,1,NA,18,1,2937204,2,3,68,7,1,NA,18,1,NA,NA
"8462",18661246,1721887,2,5,40,7,1,550.423400878906,18,1,2937271,2,5,41,7,2,996.666687011719,18,1,446.243286132812,446.243286132812
"8463",18663486,1722077,1,1,32,4,2,NA,18,1,2937417,1,1,33,4,2,NA,18,1,NA,NA
"8464",18663516,1722077,2,1,30,7,2,NA,18,1,2937417,2,1,31,7,2,NA,18,1,NA,NA
"8465",18665721,1722263,1,1,69,7,1,NA,18,1,2937719,1,1,70,7,1,NA,18,1,NA,NA
"8466",18665756,1722263,2,1,63,7,1,NA,18,1,2937719,2,1,64,7,1,NA,18,1,NA,NA
"8467",18667961,1722441,1,1,65,7,1,195,18,1,2937859,1,1,66,7,1,203.66667175293,18,1,8.66667175292969,8.66667175292969
"8468",18667996,1722441,2,1,65,7,1,NA,18,1,2937859,2,1,66,7,1,NA,18,1,NA,NA
"8469",18669093,1722549,1,1,41,4,1,559,18,1,2937999,1,1,42,4,1,611,18,1,52,52
"8470",18669123,1722549,2,1,33,4,1,888.68359375,18,1,2937999,2,1,34,4,1,940.7236328125,18,1,52.0400390625,52.0400390625
"8471",18672442,1722816,1,1,28,4,2,745.333312988281,18,1,2938359,1,1,29,4,1,1074.66662597656,18,1,329.333312988281,329.333312988281
"8472",18672477,1722816,2,1,26,4,1,1161.33337402344,18,1,2938359,2,1,27,4,1,1252.33337402344,18,1,91,91
"8473",18673562,1722913,1,3,83,4,1,NA,18,1,2938634,1,3,84,4,1,NA,18,1,NA,NA
"8474",18675808,1723103,1,1,54,7,1,1000.76983642578,18,1,2938707,1,1,55,7,1,1001,18,1,0.23016357421875,0.23016357421875
"8475",18675832,1723103,2,1,40,4,2,528.657836914062,18,1,2938707,2,1,41,4,2,563.333312988281,18,1,34.6754760742188,34.6754760742188
"8476",18675867,1723103,2,6,16,4,1,121.333335876465,18,1,2938707,2,6,17,4,1,162.5,18,1,41.1666641235352,41.1666641235352
"8477",18676928,1723197,2,3,70,7,2,NA,18,1,2939061,2,3,71,7,2,NA,18,1,NA,NA
"8478",18678076,1723286,2,1,36,7,1,65,18,1,2939134,2,5,37,7,1,162.5,18,1,97.5,97.5
"8479",18679161,1723383,2,3,52,7,1,91,18,1,2939428,2,3,53,7,1,NA,18,1,NA,NA
"8480",18682529,1723669,2,3,75,7,1,NA,18,1,2939495,2,3,76,7,1,NA,18,1,NA,NA
"8481",18683649,1723758,1,1,50,7,1,637,18,1,2939568,1,3,51,7,1,996.666687011719,18,1,359.666687011719,359.666687011719
"8482",18683703,1723758,1,6,20,5,1,607.445739746094,18,1,2939568,1,6,21,5,1,NA,18,1,NA,NA
"8483",18685889,1723936,1,1,46,7,1,866.666687011719,18,1,2939789,1,1,47,7,1,736.666687011719,18,1,-130,-130
"8484",18685919,1723936,2,1,44,4,1,563.333312988281,18,1,2939789,2,1,45,4,1,628.333312988281,18,1,65,65
"8485",18687008,1724037,1,1,47,7,1,1178.66662597656,18,1,2939924,1,1,48,7,1,1235,18,1,56.3333740234375,56.3333740234375
